qi1vsqi2	qi1	qi2	Problem	pairAlgs	AlgA	AlgB	resQI1	resQI2	Agree
IGDvsEP	IGD	EP	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsED	IGD	ED	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
IGDvsPFS	IGD	PFS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsC	IGD	C	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsGD	EP	GD	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsGS	EP	GS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsED	EP	ED	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
EPvsPFS	EP	PFS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsC	EP	C	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsGS	GD	GS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsED	GD	ED	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
GDvsPFS	GD	PFS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsC	GD	C	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GSvsED	GS	ED	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
GSvsPFS	GS	PFS	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GSvsC	GS	C	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EDvsPFS	ED	PFS	RA	NSGAII_SMPSO	NSGAII	SMPSO	B	A	FALSE
EDvsC	ED	C	RA	NSGAII_SMPSO	NSGAII	SMPSO	B	A	FALSE
PFSvsC	PFS	C	RA	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsIGD	HV	IGD	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsEP	HV	EP	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsGD	HV	GD	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsGS	HV	GS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsED	HV	ED	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsPFS	HV	PFS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsC	HV	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
IGDvsEP	IGD	EP	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
IGDvsGD	IGD	GD	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
IGDvsGS	IGD	GS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
IGDvsED	IGD	ED	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
IGDvsPFS	IGD	PFS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
IGDvsC	IGD	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EPvsGD	EP	GD	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EPvsGS	EP	GS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EPvsED	EP	ED	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EPvsPFS	EP	PFS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EPvsC	EP	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GDvsGS	GD	GS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GDvsED	GD	ED	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GDvsPFS	GD	PFS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GDvsC	GD	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GSvsED	GS	ED	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GSvsPFS	GS	PFS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GSvsC	GS	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EDvsPFS	ED	PFS	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
EDvsC	ED	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
PFSvsC	PFS	C	RA	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
HVvsIGD	HV	IGD	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsEP	HV	EP	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsGD	HV	GD	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsGS	HV	GS	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
HVvsED	HV	ED	RA	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
HVvsPFS	HV	PFS	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsC	HV	C	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
IGDvsEP	IGD	EP	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
IGDvsED	IGD	ED	RA	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
IGDvsPFS	IGD	PFS	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
IGDvsC	IGD	C	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
EPvsGD	EP	GD	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
EPvsGS	EP	GS	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
EPvsED	EP	ED	RA	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
EPvsPFS	EP	PFS	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
EPvsC	EP	C	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
GDvsGS	GD	GS	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
GDvsED	GD	ED	RA	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
GDvsPFS	GD	PFS	RA	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
GDvsC	GD	C	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
GSvsED	GS	ED	RA	PAES_SMPSO	PAES	SMPSO	ND	B	FALSE
GSvsPFS	GS	PFS	RA	PAES_SMPSO	PAES	SMPSO	ND	A	FALSE
GSvsC	GS	C	RA	PAES_SMPSO	PAES	SMPSO	ND	ND	TRUE
EDvsPFS	ED	PFS	RA	PAES_SMPSO	PAES	SMPSO	B	A	FALSE
EDvsC	ED	C	RA	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
PFSvsC	PFS	C	RA	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
HVvsIGD	HV	IGD	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsEP	HV	EP	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsGD	HV	GD	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsGS	HV	GS	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
HVvsED	HV	ED	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	RA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
HVvsC	HV	C	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
IGDvsEP	IGD	EP	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
IGDvsED	IGD	ED	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	RA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
IGDvsC	IGD	C	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
EPvsGD	EP	GD	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsGS	EP	GS	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
EPvsED	EP	ED	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	RA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
EPvsC	EP	C	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
GDvsGS	GD	GS	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
GDvsED	GD	ED	RA	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	RA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
GDvsC	GD	C	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
GSvsED	GS	ED	RA	PAES_SPEA2	PAES	SPEA2	ND	B	FALSE
GSvsPFS	GS	PFS	RA	PAES_SPEA2	PAES	SPEA2	ND	A	FALSE
GSvsC	GS	C	RA	PAES_SPEA2	PAES	SPEA2	ND	ND	TRUE
EDvsPFS	ED	PFS	RA	PAES_SPEA2	PAES	SPEA2	B	A	FALSE
EDvsC	ED	C	RA	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
PFSvsC	PFS	C	RA	PAES_SPEA2	PAES	SPEA2	A	ND	FALSE
HVvsIGD	HV	IGD	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
HVvsEP	HV	EP	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
HVvsGD	HV	GD	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
HVvsGS	HV	GS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
HVvsED	HV	ED	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
HVvsPFS	HV	PFS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
HVvsC	HV	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
IGDvsEP	IGD	EP	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
IGDvsED	IGD	ED	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
IGDvsPFS	IGD	PFS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
IGDvsC	IGD	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
EPvsGD	EP	GD	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
EPvsGS	EP	GS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
EPvsED	EP	ED	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
EPvsPFS	EP	PFS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
EPvsC	EP	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
GDvsGS	GD	GS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
GDvsED	GD	ED	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
GDvsPFS	GD	PFS	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
GDvsC	GD	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
GSvsED	GS	ED	RA	SMPSO_SPEA2	SMPSO	SPEA2	ND	A	FALSE
GSvsPFS	GS	PFS	RA	SMPSO_SPEA2	SMPSO	SPEA2	ND	B	FALSE
GSvsC	GS	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	ND	ND	TRUE
EDvsPFS	ED	PFS	RA	SMPSO_SPEA2	SMPSO	SPEA2	A	B	FALSE
EDvsC	ED	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
PFSvsC	PFS	C	RA	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
HVvsIGD	HV	IGD	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	B	TRUE
HVvsEP	HV	EP	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	A	FALSE
HVvsGD	HV	GD	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	B	TRUE
HVvsGS	HV	GS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	A	FALSE
HVvsED	HV	ED	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	B	TRUE
HVvsPFS	HV	PFS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
HVvsC	HV	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
IGDvsEP	IGD	EP	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	A	FALSE
IGDvsGD	IGD	GD	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	B	TRUE
IGDvsGS	IGD	GS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	A	FALSE
IGDvsED	IGD	ED	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	B	TRUE
IGDvsPFS	IGD	PFS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
IGDvsC	IGD	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
EPvsGD	EP	GD	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	B	FALSE
EPvsGS	EP	GS	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	A	TRUE
EPvsED	EP	ED	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	B	FALSE
EPvsPFS	EP	PFS	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	ND	FALSE
EPvsC	EP	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	ND	FALSE
GDvsGS	GD	GS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	A	FALSE
GDvsED	GD	ED	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	B	TRUE
GDvsPFS	GD	PFS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
GDvsC	GD	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
GSvsED	GS	ED	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	B	FALSE
GSvsPFS	GS	PFS	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	ND	FALSE
GSvsC	GS	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	A	ND	FALSE
EDvsPFS	ED	PFS	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
EDvsC	ED	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	B	ND	FALSE
PFSvsC	PFS	C	TS	CELLDE_MOCELL	CELLDE	MOCELL	ND	ND	TRUE
HVvsIGD	HV	IGD	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsEP	HV	EP	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsGD	HV	GD	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsGS	HV	GS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	A	FALSE
HVvsED	HV	ED	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsPFS	HV	PFS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsC	HV	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsEP	IGD	EP	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsGD	IGD	GD	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	A	FALSE
IGDvsED	IGD	ED	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
IGDvsC	IGD	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsGD	EP	GD	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsGS	EP	GS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	A	FALSE
EPvsED	EP	ED	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsPFS	EP	PFS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EPvsC	EP	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsGS	GD	GS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	A	FALSE
GDvsED	GD	ED	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsPFS	GD	PFS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GDvsC	GD	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
GSvsED	GS	ED	TS	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
GSvsPFS	GS	PFS	TS	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
GSvsC	GS	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	A	B	FALSE
EDvsPFS	ED	PFS	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
EDvsC	ED	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
PFSvsC	PFS	C	TS	CELLDE_NSGAII	CELLDE	NSGAII	B	B	TRUE
HVvsIGD	HV	IGD	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsEP	HV	EP	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsGD	HV	GD	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsGS	HV	GS	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsED	HV	ED	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsPFS	HV	PFS	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
HVvsC	HV	C	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
IGDvsEP	IGD	EP	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsGD	IGD	GD	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsGS	IGD	GS	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsED	IGD	ED	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
IGDvsPFS	IGD	PFS	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
IGDvsC	IGD	C	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
EPvsGD	EP	GD	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsGS	EP	GS	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsED	EP	ED	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EPvsPFS	EP	PFS	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
EPvsC	EP	C	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
GDvsGS	GD	GS	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GDvsED	GD	ED	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GDvsPFS	GD	PFS	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
GDvsC	GD	C	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
GSvsED	GS	ED	TS	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsPFS	GS	PFS	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
GSvsC	GS	C	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
EDvsPFS	ED	PFS	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
EDvsC	ED	C	TS	CELLDE_PAES	CELLDE	PAES	A	ND	FALSE
PFSvsC	PFS	C	TS	CELLDE_PAES	CELLDE	PAES	ND	ND	TRUE
HVvsIGD	HV	IGD	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsEP	HV	EP	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsGD	HV	GD	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsGS	HV	GS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
HVvsED	HV	ED	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
HVvsPFS	HV	PFS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
HVvsC	HV	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
IGDvsEP	IGD	EP	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsGD	IGD	GD	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsGS	IGD	GS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
IGDvsED	IGD	ED	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
IGDvsPFS	IGD	PFS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
IGDvsC	IGD	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
EPvsGD	EP	GD	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EPvsGS	EP	GS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
EPvsED	EP	ED	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
EPvsPFS	EP	PFS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
EPvsC	EP	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
GDvsGS	GD	GS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
GDvsED	GD	ED	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	B	TRUE
GDvsPFS	GD	PFS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
GDvsC	GD	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
GSvsED	GS	ED	TS	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
GSvsPFS	GS	PFS	TS	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GSvsC	GS	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
EDvsPFS	ED	PFS	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
EDvsC	ED	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	B	ND	FALSE
PFSvsC	PFS	C	TS	CELLDE_SMPSO	CELLDE	SMPSO	A	ND	FALSE
HVvsIGD	HV	IGD	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsGS	HV	GS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsED	HV	ED	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsC	HV	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsEP	IGD	EP	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
IGDvsC	IGD	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsGD	EP	GD	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsGS	EP	GS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsED	EP	ED	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EPvsC	EP	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsGS	GD	GS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsED	GD	ED	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GDvsC	GD	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GSvsED	GS	ED	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GSvsPFS	GS	PFS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
GSvsC	GS	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EDvsPFS	ED	PFS	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
EDvsC	ED	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
PFSvsC	PFS	C	TS	CELLDE_SPEA2	CELLDE	SPEA2	B	B	TRUE
HVvsIGD	HV	IGD	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsEP	HV	EP	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGD	HV	GD	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGS	HV	GS	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsED	HV	ED	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsPFS	HV	PFS	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
HVvsC	HV	C	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
IGDvsEP	IGD	EP	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGD	IGD	GD	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsED	IGD	ED	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
IGDvsC	IGD	C	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
EPvsGD	EP	GD	TS	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
